Floor,Kitchen type,Bedrooms,Bathrooms,Toilets,Office,Armored door,Primary energy consumption,Energy class,CO₂ emission,Heating type,Heat pump,Thermic solar panels,Double glazing,Monthly rental price,Monthly costs,Tenement building,price,listing_type,Number of floors,Number of frontages,Living area,Living room surface,Bedroom 1 surface,Bedroom 2 surface,Furnished,Terrace surface,Intercom,Visio phone,agency,Construction year,Building condition,Basement,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Available as of,Kitchen surface,Shower rooms,Surroundings type,Zip_Code,State_Name
9.0,USA hyper equipped,3.0,2.0,2.0,,Yes,193.0,D,42.0,Gas,,,Yes,3950.0,900.0,No,4850.0,Apartment for rent,11.0,2.0,240.0,52.0,17.0,16.0,No,12.0,,Yes,Vaneau Lecobel Location,1970.0,As new,Yes,Yes,No,,Yes,No,Immediately,22.0,2.0,,1050,Ixelles
1.0,Hyper equipped,3.0,2.0,2.0,,,78.0,B,15.0,Gas,,,Yes,1595.0,215.0,No,1810.0,Apartment for rent,4.0,2.0,113.0,35.0,14.0,11.0,No,26.0,Yes,Yes,Vaneau Lecobel Location,2021.0,As new,Yes,Yes,Yes,,Yes,No,Depending on the tenant,5.0,1.0,"Living area (residential, urban or rural)",1050,Ixelles
4.0,USA hyper equipped,3.0,2.0,2.0,,,84.0,B,17.0,Gas,,,Yes,1775.0,230.0,No,2005.0,Penthouse for rent,5.0,2.0,120.0,30.0,18.0,14.0,No,23.0,Yes,Yes,Vaneau Lecobel Location,2020.0,As new,Yes,Yes,Yes,,Yes,No,Depending on the tenant,5.0,1.0,"Living area (residential, urban or rural)",1050,Ixelles
5.0,Hyper equipped,2.0,2.0,2.0,,Yes,188.0,D,40.0,Gas,,,Yes,1300.0,250.0,No,1550.0,Penthouse for rent,5.0,2.0,92.0,43.0,17.0,15.0,No,27.0,Yes,,Vaneau Lecobel Location,2010.0,As new,Yes,Yes,No,,Yes,No,Depending on the tenant,11.0,1.0,,1050,Ixelles
5.0,USA hyper equipped,2.0,2.0,2.0,,Yes,703.0,G,141.0,Gas,,,Yes,2450.0,210.0,No,2660.0,Penthouse for rent,5.0,2.0,170.0,65.0,20.0,14.0,No,48.0,Yes,Yes,Vaneau Lecobel Location,1920.0,As new,Yes,Yes,No,Yes,Yes,No,Immediately,21.0,1.0,,1050,Ixelles
5.0,USA hyper equipped,2.0,2.0,2.0,,Yes,703.0,G,141.0,Gas,,,Yes,2450.0,210.0,No,2660.0,Penthouse for rent,5.0,2.0,170.0,61.0,15.0,14.0,No,,Yes,Yes,ORALIS Real Estate,1920.0,Just renovated,Yes,Yes,No,Yes,,No,Immediately,20.0,1.0,,1050,Ixelles
2.0,Hyper equipped,1.0,1.0,,,Yes,172.0,D,,Fuel oil,,,Yes,1150.0,,No,,Apartment for rent,3.0,2.0,100.0,36.0,20.0,,No,6.0,,Yes,Gré à Gré Immobilier,,As new,Yes,Yes,,,,,,,,,1050,Ixelles
3.0,Hyper equipped,4.0,2.0,2.0,Yes,Yes,236.0,E,46.0,Gas,,,Yes,1950.0,320.0,No,2270.0,Penthouse for rent,4.0,2.0,157.0,30.0,15.0,11.0,,18.0,Yes,Yes,Immo Références,,As new,,Yes,No,,Yes,,,9.0,,Isolated,1050,Ixelles
3.0,Not installed,3.0,1.0,1.0,,,56.0,B,12.0,,,,Yes,1400.0,140.0,No,1540.0,Apartment for rent,5.0,2.0,108.0,,,,No,,,,Trevi Gestea,2010.0,As new,Yes,Yes,,,,,Immediately,,,,1050,Ixelles
,USA uninstalled,2.0,1.0,2.0,No,Yes,703.0,G,141.0,Gas,No,No,Yes,2450.0,210.0,No,2660.0,Penthouse for rent,,,170.0,65.0,20.0,15.0,No,50.0,No,Yes,BARNES BRUSSELS,,As new,Yes,Yes,No,No,Yes,No,After signing the deed,,1.0,,1050,Ixelles
3.0,Not installed,1.0,1.0,1.0,,,128.0,C,,,,,,950.0,200.0,No,1150.0,Apartment for rent,8.0,2.0,70.0,,,,No,,,,TRIBEL (Transactions Immobilières de Belgique),,Good,,Yes,,,,,,,,,1050,Ixelles
1.0,Installed,1.0,,3.0,No,No,,Not specified,,Gas,No,No,Yes,490.0,60.0,No,550.0,Student housing for rent,2.0,2.0,,,16.0,,Yes,4.0,No,No,,,Good,,No,No,No,No,No,Immediately,14.0,2.0,Urban,1050,Ixelles
,Hyper equipped,2.0,1.0,1.0,,Yes,,Not specified,,,,,Yes,1090.0,115.0,No,1205.0,Apartment for rent,5.0,3.0,75.0,,,,No,,,Yes,TRIBEL (Transactions Immobilières de Belgique),,Good,Yes,Yes,,,,,Immediately,,,,1050,Ixelles
,Installed,1.0,,,,,,Not specified,,Gas,No,No,Yes,1000.0,50.0,No,1050.0,House for rent,,2.0,60.0,24.0,14.0,,Yes,35.0,Yes,,Agence Washington,,,,,,,,,,,1.0,"Living area (residential, urban or rural)",1050,Ixelles
5.0,,2.0,1.0,2.0,,Yes,703.0,G,141.0,Gas,,,,2450.0,210.0,No,2660.0,Penthouse for rent,6.0,2.0,170.0,,,,,25.0,,Yes,EMILE GARCIN BELGIQUE SPRL,1916.0,As new,,Yes,,Yes,Yes,,Immediately,,1.0,"Living area (residential, urban or rural)",1050,Ixelles
1.0,Installed,1.0,,,,,,Not specified,69.0,Gas,No,No,No,1700.0,100.0,No,1800.0,Apartment for rent,3.0,3.0,170.0,,,,No,13.0,Yes,,ATRIUM Real Estate,,,,,,,,,,,,,1050,Ixelles
1.0,Hyper equipped,1.0,1.0,1.0,,,138.0,C,,Gas,,,,1350.0,300.0,No,1650.0,Apartment for rent,3.0,4.0,105.0,,,,Yes,,,,Dewaele Brussels South,,As new,,,,,,,,,,,1050,Ixelles
,Hyper equipped,4.0,2.0,4.0,Yes,Yes,249.0,E,54.0,Gas,,,,3650.0,300.0,No,3950.0,House for rent,,2.0,260.0,,,,No,,Yes,Yes,EMILE GARCIN BELGIQUE SPRL,,As new,Yes,,,,Yes,,Immediately,,1.0,"Living area (residential, urban or rural)",1050,Ixelles
,Hyper equipped,1.0,1.0,4.0,Yes,,252.0,E,54.0,Gas,,,Yes,625.0,260.0,No,885.0,Studio for rent,3.0,2.0,250.0,20.0,,,Yes,,Yes,,Trevi Gestea,,,,,Yes,,,,Immediately,10.0,3.0,,1050,Ixelles
1.0,,1.0,1.0,,,,495.0,G,,,,,,990.0,,No,,Apartment for rent,7.0,,84.0,,,,No,,,,Next Homes,,Good,,,,,,,,,,,1050,Ixelles
45.0,USA hyper equipped,4.0,3.0,3.0,,Yes,160.0,D,35.0,Gas,,,Yes,3620.0,270.0,No,3890.0,Penthouse for rent,5.0,,266.0,47.0,34.0,24.0,Yes,47.0,Yes,Yes,Castell Management,1940.0,As new,Yes,Yes,Yes,Yes,,No,Depending on the tenant,15.0,1.0,Urban,1050,Ixelles
3.0,USA hyper equipped,2.0,1.0,2.0,No,Yes,,Not specified,,Gas,No,No,Yes,1600.0,75.0,No,1675.0,Apartment for rent,5.0,2.0,113.0,,,,,,Yes,Yes,,,As new,Yes,Yes,No,Yes,Yes,No,Immediately,,,,1050,Ixelles
2.0,USA semi equipped,1.0,,,No,No,,Not specified,,,No,No,Yes,720.0,230.0,No,950.0,Apartment for rent,,,50.0,30.0,9.0,,,,No,No,,,,,Yes,No,No,No,No,Immediately,,1.0,,1050,Ixelles
3.0,,2.0,1.0,2.0,Yes,No,,Not specified,,,No,No,No,1600.0,100.0,No,1700.0,Apartment for rent,2.0,,120.0,,,,Yes,,,,,,,Yes,,,,,,,,,,1050,Ixelles
1.0,Hyper equipped,2.0,2.0,2.0,,Yes,287.0,F,57.0,Gas,,,Yes,1750.0,120.0,No,1870.0,Apartment for rent,3.0,,151.0,50.0,25.0,14.0,No,,,Yes,Gré à Gré Immobilier,,As new,Yes,Yes,,,,,Immediately,,,,1050,Ixelles
1.0,Hyper equipped,2.0,2.0,2.0,,Yes,287.0,F,57.0,Gas,,,Yes,1750.0,120.0,No,1870.0,Apartment for rent,,,151.0,50.0,25.0,14.0,No,,,Yes,Gré à Gré Immobilier,,As new,Yes,Yes,,,,,Immediately,,,"Living area (residential, urban or rural)",1050,Ixelles
4.0,USA hyper equipped,3.0,1.0,,,,,Not specified,,Gas,,,,2490.0,190.0,No,2680.0,Duplex for rent,7.0,2.0,167.0,,20.0,20.0,Yes,6.0,,,ORALIS Real Estate,,As new,,Yes,No,,,No,Depending on the tenant,,1.0,,1050,Ixelles
2.0,USA installed,1.0,,,No,No,270.0,E,54.0,Gas,No,No,Yes,750.0,40.0,No,790.0,Apartment for rent,3.0,2.0,58.0,23.0,15.0,,,,Yes,No,,1930.0,To be done up,,No,No,No,Yes,No,,,1.0,"Living area (residential, urban or rural)",1050,Ixelles
2.0,USA hyper equipped,3.0,2.0,3.0,Yes,Yes,97.0,C,17.0,Gas,,,Yes,2600.0,150.0,No,2750.0,Apartment for rent,3.0,3.0,149.0,27.0,16.0,14.0,No,48.0,Yes,Yes,Vaneau Lecobel Location,2014.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,7.0,2.0,,1050,Ixelles
2.0,USA installed,1.0,1.0,1.0,Yes,No,,Not specified,,Gas,No,No,Yes,980.0,250.0,No,1230.0,Apartment for rent,2.0,,80.0,,10.0,,,,Yes,No,,,Good,Yes,No,No,No,No,No,,,,,1050,Ixelles
,Installed,1.0,1.0,2.0,,Yes,240.0,E,48.0,Gas,,,Yes,900.0,40.0,No,940.0,Ground floor for rent,2.0,2.0,102.0,33.0,21.0,,,10.0,Yes,,Trade Avenue nv,,As new,,,,Yes,Yes,,,10.0,,"Living area (residential, urban or rural)",1050,Ixelles
,Hyper equipped,6.0,2.0,4.0,Yes,Yes,319.0,F,68.0,Gas,,,Yes,3600.0,,No,,House for rent,,2.0,301.0,45.0,24.0,18.0,No,,,,Brussels Sotheby’s International Realty,,As new,Yes,No,No,Yes,Yes,No,Depending on the tenant,,,,1050,Ixelles
5.0,Hyper equipped,3.0,1.0,1.0,,Yes,184.0,D,40.0,Gas,,,Yes,1300.0,350.0,No,1650.0,Apartment for rent,6.0,2.0,163.0,43.0,18.0,10.0,No,4.0,,Yes,Vaneau Lecobel Location,1975.0,As new,Yes,Yes,No,,Yes,No,Immediately,15.0,,,1050,Ixelles
4.0,USA hyper equipped,1.0,1.0,1.0,,,,Not specified,,Gas,,,,1250.0,,No,,Apartment for rent,4.0,2.0,,,17.0,,Yes,,Yes,,ORALIS Real Estate,2008.0,As new,,No,No,,Yes,No,Depending on the tenant,,1.0,,1050,Ixelles
2.0,USA hyper equipped,2.0,2.0,3.0,,Yes,76.0,B,17.0,Gas,,,Yes,2800.0,375.0,No,3175.0,Apartment for rent,4.0,2.0,165.0,,,,No,15.0,,Yes,ENGEL & VÖLKERS Pavillon d'Ixelles,2015.0,As new,Yes,Yes,No,,,No,Immediately,,1.0,Urban,1050,Ixelles
,,4.0,1.0,2.0,Yes,Yes,,Not specified,,Gas,No,No,No,5100.0,,No,,Villa for rent,,4.0,350.0,55.0,27.0,20.0,No,40.0,No,Yes,BARNES BRUSSELS,,As new,Yes,No,No,No,No,No,After signing the deed,25.0,2.0,,1050,Ixelles
,,3.0,1.0,1.0,No,No,244.0,E,52.0,Gas,No,No,Yes,2500.0,100.0,No,2600.0,House for rent,,,140.0,38.0,18.0,14.0,No,20.0,No,No,BARNES BRUSSELS,,As new,,No,No,No,Yes,No,After signing the deed,14.0,1.0,,1050,Ixelles
6.0,,5.0,2.0,3.0,No,Yes,376.0,G,81.0,Gas,No,No,Yes,3500.0,500.0,No,4000.0,Apartment for rent,7.0,2.0,285.0,45.0,16.0,16.0,No,30.0,No,Yes,BARNES BRUSSELS,,As new,,Yes,Yes,No,No,No,After signing the deed,20.0,1.0,,1050,Ixelles
6.0,,5.0,2.0,4.0,No,Yes,,Not specified,81.0,Gas,No,No,Yes,3500.0,500.0,No,4000.0,Apartment for rent,7.0,2.0,285.0,45.0,16.0,16.0,No,30.0,No,Yes,BARNES BRUSSELS,,As new,,Yes,Yes,No,No,No,After signing the deed,20.0,1.0,,1050,Ixelles
3.0,,3.0,2.0,1.0,No,Yes,149.0,C,29.0,Gas,No,No,Yes,3600.0,175.0,No,3775.0,Apartment for rent,3.0,2.0,198.0,65.0,23.0,19.0,No,25.0,No,Yes,BARNES BRUSSELS,,As new,Yes,Yes,Yes,No,Yes,No,After signing the deed,19.0,,,1050,Ixelles
,Installed,5.0,2.0,2.0,Yes,Yes,136.0,C,26.0,Gas,No,No,Yes,3950.0,150.0,No,4100.0,House for rent,,2.0,200.0,48.0,28.0,26.0,No,,No,Yes,BARNES BRUSSELS,,As new,Yes,No,No,No,No,No,After signing the deed,,,,1050,Ixelles
,Installed,5.0,2.0,3.0,Yes,Yes,136.0,C,26.0,Gas,No,No,Yes,3950.0,150.0,No,4100.0,House for rent,,2.0,200.0,48.0,28.0,26.0,No,,No,Yes,BARNES BRUSSELS,,As new,Yes,No,No,No,No,No,After signing the deed,,,,1050,Ixelles
7.0,USA uninstalled,2.0,1.0,3.0,No,Yes,106.0,C,21.0,Gas,No,No,Yes,2500.0,150.0,No,2650.0,Apartment for rent,10.0,,130.0,35.0,17.0,16.0,Yes,10.0,No,Yes,BARNES BRUSSELS,2012.0,As new,,Yes,Yes,No,Yes,No,After signing the deed,,1.0,,1050,Ixelles
7.0,USA uninstalled,2.0,1.0,3.0,No,Yes,106.0,C,21.0,Gas,No,No,Yes,2500.0,150.0,No,2650.0,Apartment for rent,10.0,,130.0,35.0,17.0,16.0,Yes,10.0,No,Yes,BARNES BRUSSELS,2012.0,As new,,Yes,Yes,No,Yes,No,After signing the deed,,1.0,,1050,Ixelles
4.0,USA hyper equipped,1.0,1.0,1.0,,,,Not specified,,Gas,,,,1450.0,,No,,Apartment for rent,4.0,2.0,50.0,,15.0,,Yes,,,,ORALIS Real Estate,2008.0,As new,,No,No,,Yes,No,Depending on the tenant,6.0,1.0,,1050,Ixelles
3.0,Hyper equipped,1.0,1.0,1.0,,,,Not specified,,Gas,,,Yes,900.0,100.0,No,1000.0,Apartment for rent,7.0,2.0,65.0,30.0,17.0,,Yes,,Yes,,Ronnimmo,,Good,,Yes,,,Yes,,Immediately,6.0,,"Living area (residential, urban or rural)",1050,Ixelles
3.0,USA semi equipped,1.0,1.0,1.0,,,829.0,G,,Electric,,,,890.0,90.0,No,980.0,Apartment for rent,3.0,2.0,85.0,,,,No,,,,Dewaele Brussels South,1990.0,Good,,Yes,No,,,No,,,,Urban,1050,Ixelles
,Hyper equipped,2.0,1.0,2.0,,Yes,214.0,E,46.0,Gas,,,Yes,2300.0,125.0,No,2425.0,Ground floor for rent,,,160.0,70.0,,,,35.0,Yes,,Eurorent,1995.0,Just renovated,Yes,Yes,,Yes,,,,,2.0,,1050,Ixelles
5.0,,,,,No,Yes,124.0,C,312.0,,No,No,Yes,900.0,260.0,No,1160.0,Studio for rent,9.0,1.0,,,,,Yes,,Yes,Yes,,,,,Yes,No,No,No,No,,,,Urban,1050,Ixelles
4.0,Hyper equipped,2.0,1.0,1.0,Yes,Yes,,Not specified,,,,,Yes,1200.0,130.0,No,1330.0,Penthouse for rent,4.0,3.0,85.0,45.0,16.0,6.0,No,95.0,Yes,Yes,Home Standing,1998.0,As new,,Yes,Yes,Yes,Yes,,Immediately,8.0,,,1050,Ixelles
,Hyper equipped,6.0,2.0,3.0,,,319.0,F,68.0,Gas,,,Yes,3600.0,,No,,House for rent,,2.0,300.0,45.0,,,No,8.0,,,Address Real Estate,,Just renovated,Yes,,,Yes,,,Immediately,,,,1050,Ixelles
4.0,USA hyper equipped,3.0,1.0,2.0,,Yes,,Not specified,27.0,,,,Yes,2490.0,190.0,No,2680.0,Duplex for rent,8.0,2.0,167.0,,,,Yes,10.0,,Yes,TRIBEL (Transactions Immobilières de Belgique),,Just renovated,,Yes,,,,,Immediately,,1.0,,1050,Ixelles
2.0,,1.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,700.0,,No,,Apartment for rent,2.0,,,,,,,,,,,,As new,Yes,,,,,,,,1.0,,1050,Ixelles
,Hyper equipped,7.0,2.0,4.0,Yes,Yes,,Not specified,63.0,Gas,,,Yes,4650.0,500.0,No,5150.0,Villa for rent,,4.0,465.0,80.0,32.0,22.0,No,40.0,Yes,,ORALIS Real Estate,1950.0,As new,Yes,No,No,Yes,Yes,No,Depending on the tenant,,1.0,,1050,Ixelles
2.0,Hyper equipped,,1.0,1.0,,,50.0,B,,,,,,790.0,65.0,No,855.0,Studio for rent,3.0,2.0,40.0,,,,No,,,,Dewaele Brussels South,2021.0,As new,,Yes,Yes,,,No,,,,Urban,1050,Ixelles
2.0,,3.0,2.0,3.0,,Yes,159.0,D,34.0,Gas,,,Yes,2375.0,150.0,No,2525.0,Apartment for rent,4.0,,160.0,60.0,,,,12.0,Yes,,Eurorent,1995.0,As new,Yes,Yes,,,,,,,,,1050,Ixelles
2.0,Hyper equipped,2.0,1.0,1.0,,,259.0,E,74.0,Gas,No,No,Yes,1250.0,360.0,No,1610.0,Apartment for rent,5.0,2.0,90.0,30.0,,,No,6.0,Yes,,Immo Clairière Bruxelles,,As new,Yes,Yes,,,,,Immediately,,,,1050,Ixelles
,Not installed,7.0,2.0,,Yes,,,Not specified,,,,,,4650.0,,No,,Villa for rent,,4.0,435.0,,,,No,,,,TRIBEL (Transactions Immobilières de Belgique),,Just renovated,Yes,,,Yes,,,Immediately,,1.0,,1050,Ixelles
5.0,Hyper equipped,2.0,1.0,1.0,,Yes,189.0,D,48.0,Gas,,,Yes,1700.0,,No,,Apartment for rent,7.0,2.0,110.0,45.0,15.0,9.0,No,,Yes,,Rêvimmo Brussels,2005.0,As new,Yes,Yes,Yes,,,No,To be defined,10.0,1.0,Urban,1050,Ixelles
1.0,USA hyper equipped,3.0,2.0,1.0,Yes,,223.0,E,47.0,Gas,,,Yes,1950.0,,No,,Triplex for rent,3.0,3.0,167.0,30.0,15.0,12.0,No,27.0,,,Vaneau Lecobel Location,2003.0,As new,,No,No,Yes,Yes,No,To be defined,10.0,2.0,,1050,Ixelles
2.0,Hyper equipped,2.0,1.0,2.0,,Yes,224.0,E,66.0,Gas,,,Yes,1800.0,350.0,No,2150.0,Apartment for rent,5.0,2.0,156.0,45.0,30.0,10.0,No,4.0,Yes,Yes,Vaneau Lecobel Location,1950.0,Just renovated,Yes,Yes,No,,Yes,No,Depending on the tenant,10.0,1.0,,1050,Ixelles
2.0,Hyper equipped,2.0,1.0,2.0,,Yes,224.0,E,66.0,Gas,,,Yes,1800.0,350.0,No,2150.0,Apartment for rent,5.0,2.0,156.0,45.0,30.0,10.0,No,4.0,Yes,Yes,Vaneau Lecobel Location,1950.0,Just renovated,Yes,Yes,No,,Yes,No,Depending on the tenant,10.0,1.0,,1050,Ixelles
1.0,USA hyper equipped,3.0,2.0,1.0,Yes,,,Not specified,,Gas,,,Yes,1950.0,,No,,Triplex for rent,3.0,2.0,172.0,,19.0,16.0,No,27.0,Yes,Yes,ORALIS Real Estate,2003.0,As new,,No,No,Yes,Yes,No,To be defined,15.0,2.0,,1050,Ixelles
4.0,Installed,2.0,2.0,3.0,,Yes,,Not specified,,Electric,,,Yes,1300.0,150.0,No,1450.0,Penthouse for rent,4.0,2.0,95.0,35.0,,,No,20.0,,Yes,Brussels Real Estate,1970.0,Just renovated,Yes,Yes,,,,Yes,,,,,1050,Ixelles
3.0,Hyper equipped,3.0,3.0,3.0,,Yes,199.0,D,43.0,Gas,,,Yes,2550.0,150.0,No,2700.0,Penthouse for rent,,,200.0,40.0,,,,12.0,Yes,,Eurorent,1995.0,As new,Yes,Yes,,,,,,,,,1050,Ixelles
6.0,Installed,2.0,1.0,1.0,,,285.0,F,57.0,Gas,,,,1150.0,250.0,No,1400.0,Apartment for rent,7.0,2.0,70.0,27.0,,,No,35.0,,,Contigo Ixelles,,Good,Yes,Yes,,,,,To be defined,,,,1050,Ixelles
,,2.0,1.0,,Yes,No,283.0,F,56.0,Gas,No,No,No,1300.0,,No,,Triplex for rent,,2.0,125.0,,,,Yes,,,,ERA Châtelain,1899.0,,,No,No,No,Yes,No,,14.0,,,1050,Ixelles
2.0,Installed,3.0,2.0,2.0,,,220.0,E,47.0,Gas,No,No,No,1850.0,100.0,No,1950.0,Penthouse for rent,2.0,3.0,150.0,53.0,15.0,15.0,No,28.0,,,AIDB (Agence Immobilière de Bruxelles),1900.0,As new,,,,,,,Immediately,,,,1050,Ixelles
,Installed,3.0,1.0,1.0,,,,Not specified,,Gas,,,,1250.0,250.0,No,1500.0,Apartment for rent,,2.0,95.0,,16.0,14.0,No,,Yes,Yes,Home Standing,,Good,Yes,Yes,,,Yes,,Immediately,,,"Living area (residential, urban or rural)",1050,Ixelles
3.0,Installed,2.0,1.0,1.0,,,,Not specified,,Gas,No,No,No,1500.0,50.0,No,1550.0,Apartment for rent,3.0,2.0,100.0,,,,No,6.0,,,Isabelle de Thier Immobilière,,,,,,,,,,,2.0,,1050,Ixelles
2.0,Hyper equipped,4.0,2.0,2.0,,Yes,301.0,F,52.0,Gas,,,Yes,3600.0,400.0,No,4000.0,Apartment for rent,5.0,,319.0,88.0,22.0,14.0,No,10.0,Yes,,Brussels Sotheby’s International Realty,1946.0,As new,Yes,Yes,No,,,No,Depending on the tenant,22.0,,,1050,Ixelles
4.0,Hyper equipped,2.0,1.0,1.0,,Yes,,Not specified,,Fuel oil,,,Yes,1100.0,170.0,No,1270.0,Apartment for rent,6.0,2.0,120.0,40.0,15.0,11.0,No,4.0,Yes,,MYIMMO Châtelain,1980.0,Good,Yes,Yes,No,,Yes,No,Immediately,,1.0,"Living area (residential, urban or rural)",1050,Ixelles
3.0,Hyper equipped,2.0,1.0,1.0,,,,Not specified,,Gas,,,,1150.0,100.0,No,1250.0,Apartment for rent,5.0,2.0,93.0,,,,No,2.0,,,ORALIS Real Estate,,Good,,,,,,,Depending on the tenant,,,,1050,Ixelles
4.0,Installed,2.0,2.0,2.0,,Yes,240.0,E,51.0,Gas,,,Yes,1150.0,250.0,No,1400.0,Apartment for rent,6.0,3.0,116.0,32.0,15.0,15.0,No,34.0,Yes,Yes,Vaneau Lecobel Location,1977.0,Good,Yes,Yes,No,,,No,Immediately,13.0,1.0,,1050,Ixelles
6.0,Not installed,1.0,,,,,56.0,B,,,,,Yes,1200.0,270.0,No,1470.0,Apartment for rent,,,69.0,,,,No,,,,Trevi,,Good,,,,,,,,,,,1050,Ixelles
1.0,USA uninstalled,2.0,1.0,2.0,Yes,No,166.0,D,33.0,Gas,No,No,Yes,2150.0,,No,,Apartment for rent,2.0,2.0,159.0,24.0,18.0,13.0,No,14.0,Yes,No,BARNES BRUSSELS,1900.0,As new,,No,No,No,Yes,No,After signing the deed,,2.0,,1050,Ixelles
3.0,USA hyper equipped,2.0,2.0,3.0,No,Yes,,Not specified,,Gas,No,No,Yes,2900.0,300.0,No,3200.0,Apartment for rent,,2.0,180.0,,,,Yes,15.0,No,Yes,,1960.0,,,Yes,Yes,Yes,Yes,No,,,2.0,Fitted out,1050,Ixelles
4.0,USA hyper equipped,2.0,1.0,2.0,,Yes,,Not specified,10.0,Gas,,,Yes,2375.0,125.0,No,2500.0,Penthouse for rent,4.0,4.0,125.0,,,,No,80.0,Yes,Yes,ORALIS Real Estate,2020.0,As new,,Yes,Yes,Yes,Yes,No,Immediately,,1.0,,1050,Ixelles
2.0,Hyper equipped,2.0,1.0,2.0,,Yes,,Not specified,,Gas,,,Yes,1500.0,250.0,No,1750.0,Apartment for rent,4.0,2.0,110.0,,15.0,14.0,No,16.0,Yes,,ORALIS Real Estate,,Good,,Yes,No,,Yes,Yes,Depending on the tenant,,1.0,,1050,Ixelles
12.0,Hyper equipped,2.0,1.0,,,,,Not specified,,Gas,,,,1500.0,400.0,No,1900.0,Duplex for rent,12.0,2.0,125.0,,,,No,20.0,Yes,,ORALIS Real Estate,,As new,,Yes,No,,Yes,No,Depending on the tenant,,1.0,,1050,Ixelles
7.0,USA hyper equipped,2.0,2.0,2.0,,Yes,73.0,B,15.0,Gas,,,Yes,3050.0,250.0,No,3300.0,Duplex for rent,8.0,2.0,,,16.0,14.0,No,10.0,,Yes,The Wolf Properties,,As new,Yes,Yes,Yes,,Yes,,To be defined,,2.0,Urban,1050,Ixelles
8.0,USA hyper equipped,3.0,3.0,3.0,,Yes,73.0,B,15.0,Gas,,,Yes,2350.0,250.0,No,2600.0,Duplex for rent,8.0,2.0,,,12.0,13.0,No,12.0,,Yes,The Wolf Properties,,As new,Yes,Yes,Yes,,Yes,,To be defined,,3.0,Urban,1050,Ixelles
1.0,USA installed,2.0,,1.0,No,No,219.0,E,,Gas,No,No,No,1380.0,150.0,No,1530.0,Apartment for rent,1.0,2.0,,12.0,15.0,9.0,,,Yes,No,,,Good,Yes,No,No,No,Yes,No,Immediately,17.0,1.0,Urban,1050,Ixelles
1.0,USA hyper equipped,2.0,1.0,1.0,No,Yes,,Not specified,,Gas,No,No,No,1400.0,150.0,No,1550.0,Apartment for rent,1.0,2.0,105.0,,16.0,18.0,,4.0,Yes,No,,,,Yes,Yes,No,No,No,No,Immediately,18.0,1.0,,1050,Ixelles
,USA hyper equipped,1.0,1.0,1.0,,Yes,95.0,B,9.0,Gas,,,Yes,1050.0,80.0,No,1130.0,Ground floor for rent,3.0,2.0,71.0,28.0,14.0,,No,8.0,,Yes,By the Way,2022.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,4.0,,Isolated,1050,Ixelles
,USA hyper equipped,1.0,1.0,1.0,,,378.0,G,75.0,Gas,,,Yes,1350.0,50.0,No,1400.0,Ground floor for rent,2.0,2.0,69.0,20.0,14.0,,No,,Yes,,Vaneau Lecobel Location,1917.0,Just renovated,Yes,No,No,Yes,,No,Immediately,13.0,1.0,,1050,Ixelles
3.0,Hyper equipped,2.0,,1.0,,,147.0,C,29.0,Gas,,,Yes,1250.0,100.0,No,1350.0,Apartment for rent,5.0,2.0,92.0,28.0,14.0,12.0,No,,Yes,,Ravel Estate,1930.0,,,Yes,,,,,Immediately,12.0,1.0,"Living area (residential, urban or rural)",1050,Ixelles
1.0,USA installed,,1.0,1.0,,,154.0,D,30.0,Gas,,,,680.0,70.0,No,750.0,Studio for rent,4.0,2.0,35.0,,,,No,,,,TREVI,1960.0,Good,Yes,Yes,Yes,,,,,3.0,1.0,"Living area (residential, urban or rural)",1050,Ixelles
1.0,Installed,1.0,,1.0,,,,Not specified,,Gas,,,Yes,750.0,130.0,No,880.0,Apartment for rent,5.0,2.0,67.0,39.0,15.0,,No,11.0,,Yes,TREVI,2022.0,,,Yes,,,,,,,1.0,Urban,1050,Ixelles
3.0,USA hyper equipped,3.0,1.0,2.0,No,Yes,123.0,C,26.0,Gas,No,No,Yes,1650.0,125.0,No,1775.0,Duplex for rent,2.0,2.0,130.0,16.0,21.0,17.0,,5.0,Yes,Yes,,2016.0,Just renovated,,No,No,No,Yes,No,Immediately,15.0,2.0,"Living area (residential, urban or rural)",1050,Ixelles
1.0,Hyper equipped,3.0,3.0,4.0,,Yes,,Not specified,,Gas,,,Yes,3950.0,450.0,No,4400.0,Apartment for rent,5.0,2.0,220.0,,,,No,55.0,,Yes,TRIBEL (Transactions Immobilières de Belgique),2018.0,,Yes,Yes,,Yes,,,,,,,1050,Ixelles
,Installed,6.0,,3.0,,,,Not specified,,,,,Yes,3600.0,,No,,House for rent,,2.0,220.0,50.0,,,No,10.0,,,TRIBEL (Transactions Immobilières de Belgique),1900.0,Just renovated,Yes,,,,,,Immediately,,2.0,,1050,Ixelles
