Floor,Kitchen type,Bedrooms,Bathrooms,Toilets,Office,Armored door,Primary energy consumption,Energy class,CO₂ emission,Heating type,Heat pump,Thermic solar panels,Double glazing,Monthly rental price,Monthly costs,Tenement building,price,listing_type,Number of floors,Number of frontages,Living area,Living room surface,Bedroom 1 surface,Bedroom 2 surface,Furnished,Terrace surface,Intercom,Visio phone,agency,Construction year,Building condition,Basement,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Available as of,Kitchen surface,Shower rooms,Surroundings type,Zip_Code,State_Name
1.0,USA hyper equipped,2.0,2.0,3.0,,Yes,90.0,B,18.0,Gas,,,Yes,2850.0,500.0,No,3350.0,Apartment for rent,1.0,,,50.0,16.0,13.0,No,15.0,Yes,Yes,Immo Références,,As new,,Yes,Yes,Yes,,,Immediately,13.0,,Countryside,1050,Ixelles
,,3.0,2.0,1.0,,Yes,,Not specified,,Fuel oil,,,Yes,1450.0,250.0,No,1700.0,Apartment for rent,3.0,2.0,,,,,No,,Yes,,Vauban SI Sprl,,As new,Yes,Yes,,,,,,,,"Living area (residential, urban or rural)",1050,Ixelles
2.0,Installed,1.0,1.0,1.0,,,,Not specified,,Gas,,,Yes,850.0,170.0,No,1020.0,Apartment for rent,4.0,2.0,65.0,32.0,,,No,,,,Contigo Ixelles,,Just renovated,Yes,Yes,,,,,Immediately,,,"Living area (residential, urban or rural)",1050,Ixelles
1.0,USA hyper equipped,1.0,1.0,1.0,,,130.0,C,27.0,Gas,,,,850.0,110.0,No,960.0,Apartment for rent,5.0,,77.0,,,,No,5.0,,Yes,Trevi,2011.0,Good,Yes,Yes,Yes,,,,,,,,1050,Ixelles
4.0,Hyper equipped,2.0,2.0,2.0,Yes,Yes,101.0,C,21.0,Gas,,,Yes,1300.0,250.0,No,1550.0,Apartment for rent,8.0,2.0,155.0,50.0,17.0,15.0,No,10.0,Yes,,Vaneau Lecobel Location,1995.0,As new,Yes,Yes,Yes,Yes,Yes,No,Immediately,,1.0,,1050,Ixelles
,USA hyper equipped,2.0,1.0,1.0,,,49.0,B,,,,Yes,Yes,1250.0,,No,,Ground floor for rent,4.0,2.0,90.0,38.0,11.0,15.0,No,30.0,,Yes,IMMOEXPAT Laura Iglesias,,As new,,Yes,Yes,,Yes,No,Immediately,,1.0,,1050,Ixelles
6.0,,3.0,2.0,,,Yes,138.0,C,30.0,Gas,No,No,Yes,2550.0,300.0,No,2850.0,Penthouse for rent,6.0,2.0,160.0,,,,No,38.0,,,ERA Châtelain,,As new,,No,No,No,Yes,No,Immediately,10.0,,,1050,Ixelles
2.0,,2.0,1.0,,,No,29137.0,G,78.0,Fuel oil,No,No,Yes,1450.0,300.0,No,1750.0,Apartment for rent,6.0,2.0,110.0,,,,No,3.0,,,ERA Châtelain,,,,Yes,No,No,Yes,No,Immediately,10.0,,,1050,Ixelles
3.0,Semi equipped,1.0,1.0,,No,Yes,,Not specified,,Gas,No,No,No,1050.0,230.0,No,1280.0,Apartment for rent,5.0,,,,20.0,,,10.0,Yes,No,,,,,Yes,No,No,Yes,No,,15.0,,,1050,Ixelles
1.0,Installed,3.0,,1.0,Yes,,,Not specified,,Gas,No,No,No,2150.0,,No,,Triplex for rent,,2.0,172.0,,19.0,,No,27.0,,,ATRIUM Real Estate,,,,,,,,,,1.0,2.0,,1050,Ixelles
3.0,Installed,1.0,1.0,1.0,,,1288.0,G,330.0,Gas,,,Yes,700.0,150.0,No,850.0,Apartment for rent,3.0,2.0,54.0,23.0,,,No,,,,Contigo Ixelles,,Good,,,,,,,Depending on the tenant,,,,1050,Ixelles
,Installed,4.0,2.0,,Yes,No,,Not specified,,,No,No,No,4450.0,,No,,Town-house for rent,,2.0,380.0,,,,,30.0,No,No,,1927.0,As new,Yes,No,No,Yes,Yes,No,,40.0,,,1050,Ixelles
,Installed,1.0,1.0,1.0,,Yes,293.0,F,58.0,Gas,,,Yes,750.0,80.0,No,830.0,Ground floor for rent,6.0,2.0,54.0,20.0,10.0,,No,,Yes,Yes,Vaneau Lecobel Location,1991.0,Good,,Yes,Yes,,Yes,,Depending on the tenant,4.0,1.0,,1050,Ixelles
,Hyper equipped,4.0,1.0,2.0,Yes,,,Not specified,,Gas,,,Yes,2100.0,150.0,No,2250.0,House for rent,,3.0,180.0,,12.0,12.0,No,30.0,Yes,,MYIMMO Ixelles,,As new,Yes,No,No,,,No,Immediately,,1.0,"Living area (residential, urban or rural)",1050,Ixelles
4.0,,1.0,1.0,1.0,No,Yes,,Not specified,,Gas,No,No,Yes,1100.0,80.0,No,1180.0,Duplex for rent,,2.0,85.0,,,,,20.0,Yes,No,,,,,No,No,No,Yes,No,Immediately,,,,1050,Ixelles
1.0,,1.0,,,No,No,,Not specified,,,No,No,No,1180.0,40.0,No,1220.0,Apartment for rent,1.0,2.0,80.0,,,,,5.0,,,,,Just renovated,,,,,,,,,1.0,,1050,Ixelles
1.0,USA hyper equipped,2.0,2.0,1.0,,,73.0,B,15.0,Gas,,,Yes,1500.0,100.0,No,1600.0,Apartment for rent,3.0,2.0,110.0,,14.0,14.0,No,,,,Castell Management,2013.0,Good,,Yes,No,,,No,Depending on the tenant,,2.0,Isolated,1050,Ixelles
3.0,USA installed,1.0,,1.0,No,No,,Not specified,,,No,No,No,970.0,15.0,No,985.0,Apartment for rent,1.0,,86.0,,,,,,Yes,No,,,,,No,No,No,No,No,Immediately,,1.0,,1050,Ixelles
3.0,Not installed,2.0,1.0,2.0,,,92.0,B,20.0,,,,Yes,1100.0,,No,,Apartment for rent,5.0,2.0,100.0,33.0,,,No,,,,Trevi Gestea,,Good,Yes,Yes,,,,,Immediately,,,,1050,Ixelles
3.0,Hyper equipped,3.0,1.0,1.0,,Yes,,Not specified,,Gas,,,Yes,1450.0,250.0,No,1700.0,Apartment for rent,5.0,,100.0,30.0,12.0,11.0,No,2.0,Yes,,RH Property,1970.0,Good,Yes,Yes,No,Yes,Yes,,Depending on the tenant,,1.0,Isolated,1050,Ixelles
1.0,Installed,2.0,1.0,2.0,,Yes,131.0,C,28.0,Gas,No,No,Yes,2200.0,200.0,No,2400.0,Apartment for rent,,1.0,110.0,45.0,,,No,37.0,Yes,Yes,Agara Properties,,,,Yes,,Yes,,,,,1.0,,1050,Ixelles
,Hyper equipped,3.0,2.0,2.0,,,142.0,C,,,,,Yes,1490.0,250.0,No,1740.0,Apartment for rent,,,135.0,,,,,26.0,,,Immosky,,Good,,Yes,,,,,,,2.0,,1050,Ixelles
5.0,Installed,2.0,2.0,2.0,,Yes,167.0,D,,Gas,,,Yes,1350.0,250.0,No,1600.0,Apartment for rent,10.0,2.0,123.0,,,,No,15.0,Yes,,Immosky,,Good,Yes,Yes,,,Yes,Yes,Immediately,,1.0,,1050,Ixelles
,USA semi equipped,6.0,2.0,3.0,Yes,,256.0,E,71.0,Fuel oil,,Yes,Yes,3500.0,40.0,No,3540.0,House for rent,,2.0,226.0,33.0,32.0,17.0,No,12.0,Yes,,Vaneau Lecobel Location,1920.0,As new,Yes,No,No,Yes,Yes,No,Depending on the tenant,8.0,2.0,,1050,Ixelles
1.0,USA hyper equipped,2.0,1.0,1.0,,,160.0,D,35.0,Gas,,,Yes,1380.0,60.0,No,1440.0,Apartment for rent,2.0,2.0,90.0,31.0,20.0,10.0,No,,Yes,,Vaneau Lecobel Location,2018.0,As new,Yes,Yes,No,,Yes,No,Depending on the tenant,4.0,1.0,,1050,Ixelles
4.0,Hyper equipped,3.0,2.0,2.0,,,261.0,E,52.0,Gas,,,Yes,2700.0,350.0,No,3050.0,Penthouse for rent,4.0,3.0,166.0,40.0,30.0,14.0,No,35.0,Yes,Yes,Vaneau Lecobel Location,1975.0,Just renovated,Yes,Yes,No,Yes,Yes,No,Immediately,20.0,1.0,,1050,Ixelles
2.0,USA hyper equipped,1.0,,1.0,,,,Not specified,,Gas,,,,1250.0,50.0,No,1300.0,Loft for rent,,2.0,80.0,,,,No,,,,MACNASH SUD,1920.0,,,,,,,,,,,,1050,Ixelles
3.0,Installed,2.0,,3.0,,,,Not specified,,Gas,No,No,No,3200.0,350.0,No,3550.0,Apartment for rent,,2.0,180.0,,,,Yes,15.0,,,ATRIUM Real Estate,1960.0,,Yes,,,,,,,,2.0,,1050,Ixelles
4.0,Hyper equipped,2.0,1.0,1.0,,,,Not specified,,Gas,,,Yes,1100.0,95.0,No,1195.0,Apartment for rent,12.0,4.0,74.0,,,,No,4.0,,Yes,Trevi,2017.0,,Yes,Yes,Yes,,,,,,,"Living area (residential, urban or rural)",1050,Ixelles
5.0,USA installed,2.0,1.0,2.0,,Yes,126.0,C,,Gas,,,Yes,1140.0,200.0,No,1340.0,Duplex for rent,8.0,2.0,121.0,35.0,14.0,8.0,No,1.0,,Yes,Haussmann by Oralis,1968.0,Good,,Yes,Yes,,Yes,No,To be defined,8.0,1.0,,1050,Ixelles
1.0,,3.0,,2.0,Yes,Yes,143.0,C,30.0,,,,,2100.0,200.0,No,2300.0,Loft for rent,,,180.0,,,,,20.0,Yes,,Eurorent,,,Yes,,,Yes,,,,,2.0,,1050,Ixelles
,,3.0,,,,,258.0,E,55.0,,,,,1600.0,200.0,No,1800.0,Apartment for rent,,,,,,,,,,,Sobegi sprl,,,,,,,,,Immediately,,,"Living area (residential, urban or rural)",1050,Ixelles
2.0,USA hyper equipped,1.0,1.0,1.0,,Yes,134.0,C,26.0,Gas,,,Yes,1300.0,65.0,No,1365.0,Apartment for rent,3.0,3.0,68.0,26.0,15.0,,No,7.0,Yes,,Vaneau Lecobel Location,1930.0,Just renovated,Yes,Yes,Yes,,Yes,No,To be defined,4.0,1.0,,1050,Ixelles
2.0,USA hyper equipped,3.0,2.0,2.0,,Yes,309.0,F,61.0,Gas,,,Yes,1850.0,65.0,No,1915.0,Apartment for rent,3.0,3.0,99.0,19.0,15.0,9.0,No,4.0,Yes,,Vaneau Lecobel Location,1930.0,Just renovated,Yes,Yes,Yes,,Yes,No,To be defined,12.0,1.0,,1050,Ixelles
1.0,USA hyper equipped,2.0,1.0,1.0,,Yes,163.0,D,32.0,Gas,,,Yes,1500.0,65.0,No,1565.0,Apartment for rent,3.0,3.0,86.0,16.0,15.0,10.0,No,4.0,Yes,,Vaneau Lecobel Location,1930.0,As new,Yes,Yes,Yes,,Yes,No,To be defined,4.0,,,1050,Ixelles
1.0,USA hyper equipped,2.0,1.0,1.0,,Yes,244.0,E,48.0,Gas,,,Yes,1350.0,65.0,No,1415.0,Apartment for rent,3.0,3.0,76.0,22.0,16.0,10.0,No,,Yes,,Vaneau Lecobel Location,1930.0,As new,Yes,Yes,Yes,,Yes,No,To be defined,4.0,,,1050,Ixelles
3.0,Installed,2.0,1.0,2.0,,Yes,101.0,C,21.0,Gas,No,No,Yes,1500.0,150.0,No,1650.0,Apartment for rent,7.0,2.0,120.0,47.0,18.0,10.0,No,6.0,Yes,,PW Company,2004.0,,,Yes,,,,,,1.0,1.0,"Living area (residential, urban or rural)",1050,Ixelles
,Installed,3.0,1.0,1.0,,Yes,83.0,B,16.0,,,,,2500.0,250.0,No,2750.0,Apartment for rent,,3.0,180.0,,,,,60.0,Yes,,Eurorent,2005.0,As new,Yes,Yes,,Yes,,,,,1.0,,1050,Ixelles
,Hyper equipped,3.0,2.0,3.0,,,244.0,E,42.0,Gas,,,Yes,2550.0,100.0,No,2650.0,House for rent,,2.0,130.0,22.0,10.0,11.0,No,,,Yes,Brussels Sotheby’s International Realty,1950.0,As new,Yes,No,Yes,Yes,Yes,No,Immediately,10.0,,,1050,Ixelles
2.0,Hyper equipped,3.0,2.0,3.0,,,206.0,D,43.0,Gas,,,,2275.0,150.0,No,2425.0,Apartment for rent,4.0,2.0,125.0,,25.0,20.0,No,,,,Auris,1992.0,As new,,Yes,Yes,,,No,Immediately,,2.0,,1050,Ixelles
,USA hyper equipped,2.0,2.0,1.0,,,174.0,D,34.0,Gas,,,Yes,1850.0,50.0,No,1900.0,Duplex for rent,4.0,2.0,140.0,30.0,16.0,10.0,No,27.0,Yes,,Vaneau Lecobel Location,1930.0,Just renovated,,No,Yes,,Yes,No,Immediately,10.0,2.0,,1050,Ixelles
2.0,USA hyper equipped,1.0,1.0,1.0,,,141.0,C,27.0,Gas,,,Yes,1670.0,350.0,No,2020.0,Apartment for rent,5.0,2.0,80.0,32.0,19.0,,Yes,6.0,,Yes,Iris Property,,As new,Yes,Yes,No,,,No,Immediately,,,Urban,1050,Ixelles
3.0,Installed,2.0,1.0,1.0,,,,Not specified,,Gas,No,No,No,1500.0,50.0,No,1550.0,Apartment for rent,3.0,2.0,100.0,,,,No,6.0,,,Isabelle de Thier Immobilière,,,,,,,,,,,2.0,,1050,Ixelles
2.0,Installed,2.0,1.0,1.0,,,,Not specified,,Gas,No,No,No,1490.0,150.0,No,1640.0,Apartment for rent,,2.0,95.0,,,,No,,,,Marlow/Co - AS Build sprl,2022.0,,,,,,,,,,,,1050,Ixelles
1.0,Installed,2.0,2.0,2.0,,,,Not specified,,Gas,No,No,No,1975.0,,No,,Duplex for rent,,2.0,135.0,,,,No,8.0,,,Marlow/Co - AS Build sprl,2022.0,,,,,,,,,,,,1050,Ixelles
3.0,Installed,2.0,2.0,2.0,,,,Not specified,,Gas,No,No,No,1650.0,150.0,No,1800.0,Duplex for rent,,2.0,110.0,,,,No,10.0,,,Marlow/Co - AS Build sprl,2022.0,,,,,,,,,,,,1050,Ixelles
2.0,USA hyper equipped,,1.0,1.0,,Yes,38.0,A,6.0,Gas,,,Yes,1000.0,100.0,No,1100.0,Studio for rent,3.0,2.0,40.0,25.0,,,Yes,,Yes,,Vaneau Lecobel Location,2021.0,As new,Yes,Yes,Yes,,Yes,No,Depending on the tenant,3.0,1.0,,1050,Ixelles
2.0,USA hyper equipped,3.0,2.0,3.0,,Yes,,Not specified,76.0,Gas,,,Yes,2700.0,300.0,No,3000.0,Apartment for rent,4.0,2.0,197.0,,,,No,12.0,Yes,Yes,ORALIS Real Estate,,As new,Yes,Yes,Yes,,Yes,No,To be defined,,2.0,,1050,Ixelles
,,3.0,1.0,2.0,,,178.0,D,,,,,Yes,1700.0,,No,,Duplex for rent,,,143.0,50.0,,,No,19.0,,,Immobilière de Maurissens sprl,,Just renovated,Yes,,,,,,,,2.0,,1050,Ixelles
3.0,,1.0,1.0,1.0,,,235.0,E,55.0,,,,,1300.0,350.0,No,1650.0,Apartment for rent,3.0,,70.0,,,,Yes,,Yes,,Eurorent,1910.0,As new,Yes,,,,,,,,,,1050,Ixelles
4.0,Hyper equipped,2.0,1.0,1.0,,Yes,180.0,D,38.0,Gas,,,,1500.0,316.0,No,1816.0,Apartment for rent,5.0,,107.0,18.0,16.0,16.0,Yes,,,,Castell Management,2018.0,As new,,Yes,No,,,No,Depending on the tenant,,1.0,,1050,Ixelles
5.0,Hyper equipped,3.0,1.0,2.0,,,209.0,D,61.0,Fuel oil,,,Yes,1950.0,480.0,No,2430.0,Penthouse for rent,5.0,3.0,173.0,,22.0,15.0,No,,Yes,,ORALIS Real Estate,1952.0,Good,Yes,Yes,No,,,No,To be defined,,1.0,,1050,Ixelles
2.0,Hyper equipped,2.0,1.0,1.0,,,188.0,D,40.0,Gas,,,Yes,1350.0,100.0,No,1450.0,Apartment for rent,4.0,2.0,107.0,44.0,12.0,17.0,No,,Yes,,Ravel Estate,1900.0,As new,,Yes,,,,,,10.0,,"Living area (residential, urban or rural)",1050,Ixelles
2.0,Installed,1.0,1.0,1.0,Yes,,340.0,F,73.0,Gas,,,,1100.0,180.0,No,1280.0,Apartment for rent,3.0,2.0,67.0,44.0,,,No,6.0,,,Contigo Ixelles,,Good,,,,,,,To be defined,,,,1050,Ixelles
1.0,Hyper equipped,2.0,1.0,1.0,,Yes,141.0,C,27.0,Gas,,,Yes,1400.0,200.0,No,1600.0,Apartment for rent,4.0,,180.0,60.0,,,,,Yes,,Eurorent,,Just renovated,Yes,Yes,,,,,,,,,1050,Ixelles
,USA hyper equipped,2.0,2.0,1.0,,Yes,170.0,D,,Gas,,,Yes,1850.0,50.0,No,1900.0,Ground floor for rent,3.0,2.0,140.0,30.0,16.0,10.0,No,,Yes,Yes,By the Way,1930.0,Just renovated,,No,Yes,,Yes,No,Immediately,10.0,2.0,Isolated,1050,Ixelles
1.0,Hyper equipped,2.0,1.0,,No,No,,Not specified,,,No,No,No,1300.0,300.0,No,1600.0,Apartment for rent,,2.0,,,,,,1.0,Yes,No,,,,Yes,No,No,No,No,No,Immediately,,,,1050,Ixelles
3.0,USA hyper equipped,2.0,1.0,2.0,,,156.0,D,33.0,Gas,,,Yes,2280.0,140.0,No,2420.0,Penthouse for rent,4.0,2.0,119.0,58.0,14.0,14.0,Yes,9.0,,Yes,RealtyCare,,As new,,No,No,,Yes,No,Depending on the tenant,,1.0,"Living area (residential, urban or rural)",1050,Ixelles
8.0,Installed,3.0,2.0,2.0,,Yes,271.0,E,70.0,Fuel oil,,,Yes,1550.0,250.0,No,1800.0,Penthouse for rent,8.0,2.0,104.0,,,,Yes,,,Yes,Capital Rent,,Good,Yes,Yes,Yes,,,No,Depending on the tenant,,1.0,Urban,1050,Ixelles
2.0,Installed,1.0,1.0,2.0,,,,Not specified,,Gas,,,,1200.0,205.0,No,1405.0,Apartment for rent,4.0,2.0,95.0,30.0,,,Yes,,Yes,,Brussels Real Estate,1900.0,As new,,,,,,,,,1.0,,1050,Ixelles
2.0,USA hyper equipped,2.0,1.0,2.0,,,128.0,C,,Gas,,,Yes,1800.0,200.0,No,2000.0,Apartment for rent,5.0,2.0,113.0,,,,Yes,10.0,,,TRIBEL (Transactions Immobilières de Belgique),2005.0,Just renovated,Yes,Yes,,,,,,,,,1050,Ixelles
3.0,Installed,1.0,1.0,1.0,,,688.0,G,133.0,Gas,No,No,Yes,1250.0,150.0,No,1400.0,Duplex for rent,3.0,2.0,104.0,60.0,22.0,,No,30.0,Yes,,PW Company,1795.0,,,Yes,,,,,,,,"Living area (residential, urban or rural)",1050,Ixelles
2.0,Hyper equipped,1.0,1.0,1.0,,,274.0,E,58.0,,,,Yes,850.0,250.0,No,1100.0,Apartment for rent,3.0,2.0,61.0,20.0,16.0,,No,,,Yes,Colembie Eric,,Good,Yes,Yes,Yes,,,No,,,1.0,Isolated,1050,Ixelles
2.0,Hyper equipped,1.0,1.0,1.0,,,274.0,E,58.0,,,,Yes,850.0,250.0,No,1100.0,Apartment for rent,3.0,2.0,61.0,20.0,16.0,,No,,,Yes,Colembie Eric,,Good,Yes,Yes,Yes,,,No,,,1.0,Isolated,1050,Ixelles
4.0,Hyper equipped,2.0,2.0,2.0,,,178.0,D,36.0,Gas,,,,1900.0,175.0,No,2075.0,Apartment for rent,4.0,2.0,100.0,30.0,17.0,10.0,No,12.0,,,Engel & Völkers Place Brugmann,,As new,,Yes,No,,,No,Immediately,13.0,1.0,,1050,Ixelles
,Installed,3.0,1.0,,,,,Not specified,45.0,Gas,No,No,Yes,2500.0,350.0,No,2850.0,Duplex for rent,3.0,,155.0,50.0,,,Yes,15.0,Yes,,ATLAS real estate agency,1900.0,,,,,,,,,,1.0,,1050,Ixelles
3.0,USA installed,3.0,1.0,1.0,,,,Not specified,,Gas,No,No,Yes,1600.0,200.0,No,1800.0,Duplex for rent,3.0,2.0,130.0,20.0,,,Yes,,Yes,,ATLAS real estate agency,1920.0,,Yes,,,,,,,,1.0,,1050,Ixelles
,Hyper equipped,2.0,1.0,2.0,,Yes,295.0,F,58.0,Gas,,,Yes,2400.0,150.0,No,2550.0,Loft for rent,,2.0,213.0,100.0,,,,,Yes,,Eurorent,1930.0,Good,Yes,,,,,,,,1.0,,1050,Ixelles
8.0,USA hyper equipped,3.0,2.0,3.0,,Yes,87.0,B,21.0,Gas,,,Yes,3650.0,220.0,No,3870.0,Penthouse for rent,8.0,,161.0,,15.0,13.0,No,68.0,,Yes,Castell Management,2018.0,As new,Yes,Yes,Yes,Yes,,No,Depending on the tenant,,2.0,Urban,1050,Ixelles
,USA hyper equipped,3.0,2.0,3.0,Yes,Yes,104.0,C,18.0,Gas,,,Yes,5500.0,500.0,No,6000.0,Ground floor for rent,3.0,4.0,235.0,85.0,22.0,16.0,No,56.0,,Yes,Brussels Sotheby’s International Realty,2018.0,As new,Yes,Yes,No,Yes,Yes,No,Depending on the tenant,23.0,,,1050,Ixelles
2.0,USA hyper equipped,3.0,2.0,3.0,,Yes,142.0,C,76.0,Gas,,,Yes,2700.0,300.0,No,3000.0,Apartment for rent,3.0,2.0,197.0,,25.0,12.0,No,12.0,,Yes,MYIMMO Châtelain,1980.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,,2.0,"Living area (residential, urban or rural)",1050,Ixelles
2.0,Installed,2.0,1.0,1.0,No,Yes,,Not specified,,,No,No,No,1350.0,250.0,No,1600.0,Apartment for rent,,2.0,110.0,,,,,4.0,Yes,No,,,,Yes,Yes,No,No,No,No,Immediately,,,"Living area (residential, urban or rural)",1050,Ixelles
7.0,Installed,3.0,3.0,2.0,,,319.0,F,80.0,Fuel oil,,,,1950.0,270.0,No,2220.0,Penthouse for rent,7.0,2.0,113.0,40.0,,,No,10.0,,,Contigo Ixelles,1933.0,Just renovated,Yes,Yes,,,,,Immediately,,,,1050,Ixelles
2.0,,2.0,2.0,,No,No,,Not specified,,,No,No,No,1750.0,35.0,No,1785.0,Duplex for rent,2.0,,,40.0,33.0,17.0,,15.0,Yes,No,,,,Yes,No,No,No,No,No,,,,,1050,Ixelles
3.0,USA semi equipped,2.0,2.0,1.0,,,102.0,C,25.0,Gas,,,Yes,1300.0,250.0,No,1550.0,Apartment for rent,5.0,2.0,124.0,38.0,17.0,12.0,No,12.0,,Yes,Vaneau Lecobel Location,1975.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,11.0,2.0,,1050,Ixelles
6.0,Hyper equipped,2.0,1.0,2.0,,Yes,246.0,E,53.0,Gas,,,Yes,1600.0,350.0,No,1950.0,Apartment for rent,7.0,4.0,103.0,35.0,17.0,12.0,No,30.0,Yes,Yes,Vaneau Lecobel Location,1988.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,8.0,1.0,,1050,Ixelles
2.0,Hyper equipped,3.0,2.0,2.0,,Yes,235.0,E,70.0,Fuel oil,,,Yes,2500.0,250.0,No,2750.0,Apartment for rent,6.0,2.0,226.0,60.0,21.0,18.0,No,5.0,Yes,,Vaneau Lecobel Location,1928.0,As new,Yes,Yes,No,,Yes,No,Immediately,26.0,1.0,,1050,Ixelles
6.0,Hyper equipped,1.0,1.0,2.0,Yes,,,Not specified,,Gas,,,Yes,1380.0,175.0,No,1555.0,Apartment for rent,7.0,2.0,100.0,,,,Yes,8.0,,,MYIMMO Châtelain,2011.0,As new,,Yes,No,,,No,Immediately,,1.0,Urban,1050,Ixelles
2.0,Hyper equipped,3.0,2.0,1.0,,,150.0,C,29.0,,,,Yes,1400.0,295.0,No,1695.0,Apartment for rent,4.0,2.0,130.0,38.0,16.0,10.0,No,6.0,Yes,,TRIOR Louise,1977.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,14.0,,Urban,1050,Ixelles
2.0,Installed,1.0,1.0,,,,235.0,E,68.0,Gas,,,,800.0,150.0,No,950.0,Apartment for rent,3.0,2.0,52.0,16.0,,,No,,,,Contigo Ixelles,,,Yes,,,,,,,,,,1050,Ixelles
1.0,Installed,2.0,1.0,1.0,,Yes,141.0,C,27.0,Fuel oil,,,Yes,1300.0,200.0,No,1500.0,Apartment for rent,3.0,2.0,120.0,35.0,23.0,11.0,Yes,,,Yes,Upgrade Immo,1959.0,As new,,Yes,,,,,Immediately,8.0,,Shop street,1050,Ixelles
2.0,USA hyper equipped,2.0,2.0,2.0,,Yes,,Not specified,,,,,Yes,1300.0,150.0,No,1450.0,Apartment for rent,,2.0,96.0,30.0,14.0,12.0,No,6.0,,Yes,Gré à Gré Immobilier,2020.0,As new,Yes,Yes,,,,,,,,Urban,1050,Ixelles
1.0,USA hyper equipped,1.0,1.0,1.0,,,135.0,C,26.0,Gas,,,Yes,1350.0,50.0,No,1400.0,Apartment for rent,4.0,2.0,60.0,,11.0,,Yes,,,,Haussmann by Oralis,,As new,,,,,,,Depending on the tenant,,,,1050,Ixelles
5.0,Hyper equipped,3.0,3.0,4.0,Yes,Yes,95.0,B,18.0,,,,Yes,4500.0,400.0,No,4900.0,Penthouse for rent,9.0,,200.0,40.0,30.0,24.0,No,130.0,,Yes,Brussels Sotheby’s International Realty,2022.0,As new,Yes,Yes,Yes,,,No,Immediately,19.0,,,1050,Ixelles
7.0,USA hyper equipped,3.0,2.0,2.0,Yes,Yes,,Not specified,,Gas,,Yes,Yes,4000.0,200.0,No,4200.0,Penthouse for rent,7.0,2.0,220.0,70.0,14.0,10.0,Yes,25.0,Yes,Yes,Brussels Sotheby’s International Realty,2022.0,As new,Yes,Yes,Yes,,Yes,No,To be defined,,,,1050,Ixelles
1.0,USA hyper equipped,2.0,2.0,1.0,,,117.0,C,22.0,Gas,,,Yes,1350.0,130.0,No,1480.0,Apartment for rent,2.0,2.0,100.0,20.0,10.0,14.0,No,12.0,,Yes,Vaneau Lecobel Location,2020.0,As new,Yes,Yes,Yes,,Yes,No,Depending on the tenant,8.0,1.0,,1050,Ixelles
3.0,USA hyper equipped,1.0,1.0,1.0,,Yes,160.0,D,31.0,Gas,,,Yes,1765.0,285.0,No,2050.0,Penthouse for rent,3.0,2.0,100.0,65.0,15.0,,No,40.0,Yes,Yes,Vaneau Lecobel Location,1930.0,As new,,Yes,Yes,,Yes,No,Immediately,,1.0,,1050,Ixelles
1.0,USA hyper equipped,3.0,2.0,,,,232.0,E,,,,,,2100.0,50.0,No,2150.0,Apartment for rent,3.0,4.0,140.0,,,,No,60.0,,,Dewaele Brussels South,,As new,,,,,,,,,,Urban,1050,Ixelles
4.0,USA installed,1.0,1.0,1.0,Yes,Yes,251.0,E,53.0,Gas,,,Yes,1075.0,120.0,No,1195.0,Apartment for rent,4.0,2.0,68.0,24.0,13.0,,No,,,Yes,Upgrade Immo,1840.0,As new,,Yes,,,,,,,,"Living area (residential, urban or rural)",1050,Ixelles
,Hyper equipped,5.0,4.0,4.0,Yes,Yes,285.0,F,57.0,Gas,,,Yes,5500.0,500.0,No,6000.0,House for rent,,4.0,347.0,58.0,27.0,25.0,No,40.0,,Yes,Upgrade Immo,,Just renovated,,,,Yes,,,Immediately,18.0,,"Living area (residential, urban or rural)",1050,Ixelles
3.0,,2.0,1.0,2.0,No,No,,Not specified,,Gas,No,No,No,1300.0,,No,,Apartment for rent,1.0,1.0,205.0,,,,,,Yes,No,,,,Yes,Yes,No,No,No,No,,,1.0,,1050,Ixelles
1.0,Installed,2.0,1.0,2.0,,,,Not specified,,Gas,No,No,No,2200.0,50.0,No,2250.0,Duplex for rent,2.0,2.0,135.0,,,,No,1.0,,,ATRIUM Real Estate,,,,,,,,,,,,,1050,Ixelles
1.0,USA installed,3.0,1.0,2.0,No,Yes,154.0,D,,Gas,No,No,Yes,1800.0,150.0,No,1950.0,Apartment for rent,,,120.0,40.0,14.0,10.0,,,Yes,No,,,As new,,Yes,No,No,Yes,No,,6.0,1.0,Urban,1050,Ixelles
1.0,USA hyper equipped,1.0,1.0,1.0,Yes,,,Not specified,,,,,Yes,1750.0,150.0,No,1900.0,Apartment for rent,,2.0,,,,,Yes,25.0,,Yes,Gré à Gré Immobilier,,As new,,No,No,Yes,,,Immediately,,,,1050,Ixelles
4.0,Hyper equipped,4.0,2.0,2.0,,Yes,145.0,C,42.0,,,,Yes,2350.0,350.0,No,2700.0,Apartment for rent,,,170.0,45.0,16.0,16.0,No,20.0,Yes,Yes,Gré à Gré Immobilier,,As new,Yes,Yes,,,,,Immediately,12.0,,,1050,Ixelles
